F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
15.321,-4.83,10138.11,0.5722,-14.36,-5636.86,5.453,-3.4281,-5.91,0,-1299.76,0.12,-3848.19,-3.92292,-2394.831,1,10.0416,3804.56,0.04,12911.61,,False
15.495,-3.6411,10571.193,2.456,-32.17,-5485.382,4.5596,-1.7253,-7.72,0,-1871.16,-0.888,-3491.69,-3.98742,-3232.92,0,13.392,3862.18,0.04,12665.1,14.61,True
20.022,-3.8885,9634.11,3.768,-29.576,-5519.58,5.743,-3.8739,-5.781,0,-2136.96,6.913,-3540.59,-3.92193,-1876.32,1,11.184,3517.6,2.04,12734.07,14.97,True
13.1295,-4.4692,8053.71,2.85,-27.372,-5431.66,4.5376,-6.972,-4.9565,0,-1945.53,2.038,-3021.49,-5.4606,-2329.47,0,13.438,3848.6,0.04,14580.21,,True
13.68,-3.8919,9317.61,4.698,-13.877,-6285.46,5.407,-3.4386,-4.8865,0,-1977.17,-0.787,-3038.19,-4.7217,-2414.664,0,11.152,3802.6,0.04,13078.71,,True
13.0827,-4.702,10750.86,0.7676,-15.088,-5479.052,5.432,-6.762,-6.522,0,-3156.76,4.037,-4633.19,-5.7846,-2295.66,1,9.8206,492,0.04,12604.23,,False
14.7495,-3.8479,9842.31,0.579,-13.7376,-5502.14,6.88,-3.4068,-4.9712,1,-2065.39,6.4848,-3873.59,-4.857,-2224.86,1,9.19166,2265.4,2.04,12431.43,,False
13.0053,-5.276,11123.31,4.26,-45.64,-5466.354,4.9531,-2.4585,-5.1995,0,-1925.76,19.73,-2630.59,-9.234,-2928.12,0,11.226,4058,2.04,12286.74,,True
13.1229,-4.719,16791.81,1.614,-26.626,-5571.88,4.4323,-2.3898,-4.63336,0,-1844.06,10.827,-3689.26,-3.95817,-3016.02,0,10.0312,3154.4,2.04,17398.41,12.74,False
12.4146,-5.532,9831.81,0.8882,-21.644,-5411.64,4.63,-2.4627,-5.612,0,-2351.46,7.496,-1506.59,-4.1643,-1566.72,1,9.506,3239.6,0.04,12372.24,12.77,True
12.6696,-3.62188,9210.21,7.9,-49.98,-5488.852,4.739,-1.8219,-5.1582,0,-1998.96,7.298,-2682.59,-3.795594,-1566.72,1,13.12,3938.94,0.04,12310.86,15.57,True
18.894,-3.7306,9961.71,2.456,-25.92,-5452.078,5.188,-5.904,-6.041,1,-2117.46,11.89,-3593.29,-3.82293,-2205.72,0,9.6816,3075,2.04,12939.51,,True
13.5042,-3.6313,7891.11,1.5818,-30.71,-5642.92,7.443,-1.9002,-4.7608,0,-2193.06,2.063,-3667.52,-5.1135,-1152.42,1,9.2234,396,0.04,12533.412,,False
14.1705,-3.6545,6294.81,0.304,-17.214,-5393.42,5.779,-5.571,-4.7203,1,-1699.16,-1.772,-3505.19,-4.2384,-2297.07,1,9.5812,3681.56,2.04,12680.88,,True
23.976,-4.0053,11445.51,0.838,-21.466,-5438.06,4.4743,-3.8832,-4.8939,1,-2513.46,-2.693,-3642.15,-3.787344,-2255.13,0,10.4574,3144.8,2.04,10688.91,14.54,False
18.933,-3.8485,9663.21,2.1294,-18.348,-5616.96,5.3068,-8.829,-5.0049,0,-1965.03,0.613,-3606.19,-3.81564,-2371.08,1,9.357,4715,0.04,12455.16,16.61,True
13.2096,-4.0893,10328.55,7.822,-43.7,-5499.28,4.9454,-1.6335,-5.732,0,-2025.923,1.109,-3623.89,-3.86259,-1983.12,1,10.4492,3286,0.04,13334.01,15.28,False
17.202,-4.3651,10822.05,9.04,-15.698,-5481.346,4.7707,-2.64,-5.1885,0,-2071.86,-1.181,-3550.39,-5.0271,-2193.99,1,10.8128,2752.8,0.04,14131.41,,True
16.53,-4.2509,11247.51,4.236,-19.08,-5493.4,5.0715,-4.0818,-4.9772,1,-2027.217,1.169,-3550.09,-4.5783,-2438.82,0,10.6672,3503,2.04,12505.446,,False
18.312,-3.55653,9336.51,2.346,-46.24,-5491.98,4.38931,-2.2905,-5.625,0,-2155.86,9.164,-3827.35,-4.02723,-1144.62,0,12.628,3506.6,2.04,18067.41,13.95,False
18.405,-4.764,7398.81,4.298,-20.368,-5458.638,5.754,-2.6796,-4.7559,0,-1988.44,11.298,-3794.54,-4.04127,-2215.26,1,12.02,3732.646,2.04,12672.87,14.53,True
12.3111,-3.9107,11120.91,0.9994,-34.66,-5469.0702,4.6932,-4.893,-5.3807,1,-2233.26,-2.276,-685.59,-4.9701,-2431.518,1,14.538,3540.4,2.04,13439.31,,True
13.7724,-4.3311,9691.71,0.34006,-81.02,-5444.24,4.5232,-10.203,-4.6871,1,-2588.06,7.718,-3308.49,-6.918,-2374.53,1,9.4074,2410.6,2.04,12943.11,13.66,False
14.3631,-4.833,9963.51,3.994,-13.13,-5512.8,5.196,-1.9158,-5.778,0,-1997.99,-2.422,-3671,-4.02129,-1891.02,1,9.6822,3307.6,0.04,13279.71,15.01,False
13.2444,-4.3912,9974.01,2.73,-15.704,-4938.46,4.8645,-2.8392,-5.733,1,-2129.06,6.6202,-3896.49,-4.2576,-1890.72,0,11.15,3242.8,2.04,13321.41,15.16,True
15.216,-3.9209,10213.71,0.28258,-15.512,-5709.86,5.2925,-11.256,-5.3316,0,-5956.76,12.478,-3815.94,-6.903,-2334.9,1,11.136,2816.6,2.04,13132.41,,True
14.4651,-4.71,10253.01,2.772,-27.648,-5499.26,4.7359,-1.9278,-6.812,1,-1940.33,1.635,-3389.89,-3.92019,-1830.42,1,9.5838,5072.6,0.04,12318.63,,False
13.5903,-4.78,13731.81,2.186,-50.4,-5469.714,5.452,-3.2508,-4.64275,1,-1932.6,10.612,-3581.59,-4.4946,-2648.49,1,9.4552,2196.4,0.04,13124.31,,True
12.3129,-3.9078,9953.31,0.575,-13.2388,-5279.96,4.4706,-8.256,-5.4431,0,-2490.46,0.079,-3857.69,-9.225,-2307.33,1,10.5922,3307.4,2.04,13094.61,,False
14.8749,-4.3653,10616.13,0.4086,-32.64,-5374.42,4.8127,-6.909,-7.919,0,-849.76,9.38,-3808.32,-6.0501,-2477.85,1,9.9926,3779.28,2.04,12407.61,,False
12.12624,-4.597,10531.716,2.1044,-60.4,-5535.1,5.44,-1.7994,-8.693,0,-1982.5,13.426,-5446.59,-3.91131,-2510.1,1,9.9274,3007.8,2.04,12936.21,,True
12.5487,-3.62389,11599.11,0.31804,-29.248,-5466.11,4.6672,-3.006,-4.9488,1,-398.76,-0.09,-3658.44,-4.9494,-2778.42,0,12.28,3575.26,2.04,13982.91,,False
12.273,-3.9412,11103.21,0.542,-61.56,-5462.124,4.38589,-3.0114,-5.506,0,-1773.76,-1.589,-6490.59,-3.89682,-2614.02,1,11.442,3493,2.04,9205.41,,False
16.398,-3.8121,10438.05,0.3418,-38.04,-5500.94,4.9105,-4.0251,-9.158,1,-633.76,-0.121,-3838.79,-5.7825,-2364.63,0,13.976,3760.822,2.04,12956.31,15.32,True
13.1496,-5.624,10543.362,2.71,-47.52,-5412.88,5.749,-4.11,-5.3926,1,-1984.94,8.258,-3411.69,-5.253,-2463.96,1,9.8084,3006.8,0.04,12923.31,15.95,True
13.6809,-5.21,10631.91,0.9072,-16.466,-5496.32,4.4773,-9.03,-8.275,0,-1450.16,7.849,-2728.59,-11.349,-2479.38,1,9.444,5846,2.04,11792.61,14.15,False
14.904,-4.351,10544.343,3.268,-43.02,-5160.46,4.4343,-2.2452,-6.213,1,-1885.16,6.4935,-3380.79,-3.809715,-2786.82,0,10.4912,4382,2.04,11267.31,,False
14.391,-3.7712,8618.61,1.175,-50.52,-5555.24,4.6316,-7.392,-4.9385,0,-1716.56,10.333,-3365.89,-5.0253,-2357.82,0,9.5648,5633,2.04,12020.61,,True
13.7382,-3.7886,10485.69,2.596,-14.475,-5190.26,5.915,-4.482,-8.983,1,-1974.75,-0.313,-3977.79,-4.5369,-2340.06,0,9.5856,3821.48,0.04,12400.83,13.94,False
15.633,-4.875,10794.63,2.1418,-153.16,-5497.26,5.472,-2.5026,-5.4004,0,-2093.18,9.556,-3483.39,-3.88959,-2286.09,1,11.436,3494.6,2.04,12496.83,,False
12.4359,-5.344,10399.83,1.9878,-22.136,-5637.54,6.024,-6.168,-5.2142,1,-2199.76,7.021,-1799.59,-7.167,-2317.89,0,9.506,982,0.04,12868.41,,True
14.3424,-3.7546,10034.31,1.288,-13.6058,-5468.9334,4.9937,-4.1952,-4.7117,0,-2009.05,10.735,-3576.19,-3.7800132,-2339.85,1,9.3932,3457.6,2.04,12188.91,,False
14.37,-4.0124,10023.81,3.522,-33.02,-5477.766,4.8012,-3.0417,-5.634,1,-2060.69,12.196,-3695.52,-5.9673,-2113.68,0,9.6702,2496.2,2.04,13651.11,,True
14.4045,-4.855,8982.51,0.9954,-37.12,-5439.3,4.4561,-3.1035,-4.7694,1,-1857.56,4.084,-3378.79,-5.6289,-2353.68,1,9.13786,3669.14,0.04,14765.01,,True
15.624,-4.1117,9127.41,1.7186,-29.23,-5409.52,5.24,-6.249,-5.0097,0,-1872.06,8.505,-3447.09,-8.184,-2375.73,0,17.536,3782.18,0.04,13107.51,,True
13.0194,-3.62883,14088.81,2.684,-37.28,-5488.108,5.764,-6.45,-4.6351,0,-2086.25,9.874,-2955.69,-4.3662,-2416.122,0,10.4556,2851.8,2.04,13007.01,13.71,True
12.4692,-3.6731,10736.73,3.356,-16.292,-5444.44,4.5126,-4.1865,-4.9462,0,-1998.28,2.643,-3379.09,-3.86559,-2456.34,0,9.238,1388,2.04,14030.91,,False
21.141,-6.196,9920.61,2.0586,-26.858,-5475.872,5.1716,-5.601,-5.992,1,-2142.26,3.758,-3607.99,-6.0801,-2186.82,1,9.3424,2278.8,2.04,13044.21,15.65,True
14.37,-4.603,7723.11,1.1464,-26.47,-5258.46,4.7014,-3.3816,-4.64254,1,-2331.56,7.739,-3210.59,-4.5138,-2055.72,1,9.3098,2292.2,2.04,11680.41,13.21,False
13.9779,-4.366,9695.91,1.5072,-23.832,-5507.32,7.67,-8.385,-5.407,0,-1722.96,4.297,-3788.71,-3.81384,-2390.241,1,11.32,4109.2,2.04,12534.921,,False
18.465,-3.55074,8915.31,1.8208,-18.03,-5516.88,4.556,-2.094,-5.1007,0,-1896.16,1.514,-3779.82,-4.00383,-1853.22,1,9.4224,4669.6,2.04,12843.21,13.86,False
14.0154,-4.912,7608.51,0.5638,-35.84,-5476.466,4.9363,-1.5906,-4.9162,0,-1032.36,6.2601,-3331.09,-4.5228,-951.42,0,9.21074,11218,2.04,12191.91,,True
12.9288,-3.7073,12944.91,2.66,-27.098,-5464.974,4.39875,-1.5048,-4.7759,0,-1948.65,5.2578,-4116.59,-5.2659,-4708.92,0,10.3026,3457.2,2.04,11480.61,12.81,False
13.6473,-3.9618,11561.31,2.29,-25.654,-5453.722,4.40743,-3.1032,-4.8896,0,-1910.36,9.514,-3002.69,-10.059,-2707.17,0,11.73,3673.92,0.04,17863.41,,True
15.366,-3.668,8671.41,3.632,-62.02,-5508.16,6.709,-1.7115,-5.1851,0,-1986.76,-5.48,-3560.99,-9.984,-804.72,1,13.308,3821.08,2.04,12730.71,,True
13.3092,-3.9804,9885.81,2.774,-24.524,-5502.38,6.483,-2.2185,-5.756,1,-1943.65,5.893134,-3008.49,-3.89034,-2064.42,1,14.422,3814.36,2.04,12761.43,,True
13.2627,-4.2483,11219.31,6.862,-47.9,-5484.774,4.5656,-7.488,-5.2173,1,-1990.19,7.645,-4151.79,-6.6231,-2511.42,0,9.18328,-118,2.04,13999.41,,True
12.13092,-4.3756,12235.71,0.557,-29.824,-5425.44,4.8308,-3.681,-4.6725,0,-2973.26,2.73,-7974.59,-3.81162,-2260.86,1,17.908,3541.8,2.04,13008.51,,False
13.2153,-3.58075,9873.51,1.0478,-25.214,-5667.32,4.8517,-8.187,-5.5182,1,-1751.16,10.621,-2943.19,-7.347,-2382.684,0,9.445,4467.2,2.04,13489.11,,True
22.038,-3.8792,15153.81,2.642,-15.144,-5417.18,6.088,-2.535,-4.65475,0,-1988.83,-0.162,-3583.69,-4.7118,-2631,1,10.5646,3665.12,0.04,12557.346,15.11,True
17.637,-4.1555,8408.91,2.0544,-36.16,-5478.918,5.631,-1.6008,-5.1119,1,-1918.96,7.901,-3781.92,-4.6839,-359.52,1,11.268,3923.96,0.04,12717.06,15.72,False
13.8174,-4.613,10325.61,0.7654,-15.888,-3721.26,5.714,-2.0169,-6.271,0,-2266.26,6.56,-3782.27,-3.80928,-1788.12,0,9.8522,2575.6,0.04,12859.71,14.73,False
15.048,-3.57085,11168.31,1.334,-44.06,-5881.46,6.055,-4.761,-4.8473,1,-1876.66,6.1395,-3492.39,-4.4835,-2466.42,0,10.294,3803.7,0.04,12489.9,14.45,True
13.4472,-4.722,13062.51,0.5132,-40.48,-5504.56,4.5134,-3.3339,-4.6447,0,-2165.46,12.618,-3022.99,-5.835,-2369.91,1,12.978,3663,0.04,11999.91,,True
13.518,-4.97,10561.302,4.028,-42.58,-5476.132,4.958,-5.157,-8.175,1,-1988.79,5.1832,-3717.54,-3.81006,-2465.52,1,9.4006,2296.6,0.04,13300.11,15.92,True
13.6629,-5.143,10706.13,1.3294,-22.04,-5007.86,6.483,-1.9965,-4.9689,0,-2243.66,7.307,-4009.29,-3.789237,-2080.92,0,11.454,3084.8,0.04,12754.86,,False
13.0623,-3.6655,10148.61,1.1598,-25.268,-5477.236,5.1959,-2.9823,-5.863,1,-2306.96,12.244,-2939.29,-4.05543,-1967.82,1,10.0486,2862.4,2.04,13027.71,17.01,True
17.481,-4.616,10639.14,2.418,-19.326,-5463.948,4.9874,-3.2535,-4.8632,1,-2166.96,4.362,-3799.46,-5.0709,-2162.28,1,12.07,3344.8,0.04,12371.55,15.1,False
12.456,-3.8615,10819.02,1.9374,-19.05,-5414.62,4.7084,-2.2074,-5.719,0,-1966.8,8.996,-4218.49,-4.2702,-2688.75,0,11.732,3570.14,2.04,12487.68,,False
12.6534,-4.624,9243.81,0.5852,-49.48,-5450.374,4.6958,-3.9732,-5.2641,1,-2996.06,-1.551,-5079.59,-4.3695,-1914.12,0,10.492,3140.2,2.04,11787.21,14,False
15.63,-5.173,10655.88,1.5296,-24.214,-5413.48,4.767,-4.1709,-7.039,0,-1840.96,6.995,-3747.72,-3.803748,-2588.1,0,13.118,3630.46,0.04,13610.91,,False
16.563,-3.55925,10773.96,0.773,-25.97,-5416.14,4.9336,-8.049,-5.0373,0,-1803.96,9.854,-3539.49,-3.78408,-2424.213,1,14.124,3752.848,0.04,12479.94,,True
14.2509,-5.003,9603.81,7.802,-16.286,-5460.81,5.0244,-12.456,-5.262,0,-2008.7,7.302,-3775.83,-5.67,-2383.275,1,9.5466,3417.2,2.04,13211.61,16.17,True
16.335,-4.2291,10675.11,1.4938,-27.734,-5438.36,7.625,-6.402,-5.958,0,-1960.47,7.815,-3835.29,-3.81561,-2423.991,1,9.4902,3062,0.04,12461.49,13.81,False
14.946,-4.4708,10457.76,0.42,-88.48,-5506.32,4.36649,-3.8529,-5.928,1,-1701.46,4.515,-3840.09,-3.90072,-2403.933,0,9.9324,3130.4,2.04,17950.41,15.99,True
17.289,-4.4487,3870.81,3.682,-25.718,-5418.92,4.5462,-6.558,-4.64001,1,-2105.19,0.792,-3592.49,-9.66,-2285.01,0,16.618,3604.92,2.04,15022.11,17.08,True
13.6509,-3.9779,11405.61,0.5816,-24.148,-5394.14,4.6287,-4.2243,-4.7948,1,-2535.46,6.6012,-3837.99,-12.585,-2378.784,1,9.6474,1258,2.04,14164.71,15.92,True
12.2331,-3.9515,9999.21,1.3312,-27.79,-5468.7572,5.211,-3.1671,-6.061,1,-2056.32,16.61,-3294.99,-3.92517,-2032.32,0,11.486,3665.76,0.04,12767.34,,True
14.2614,-4.0476,12656.91,1.6788,-16.698,-5214.06,4.9676,-1.8201,-4.7982,0,-1942.07,-0.501,-3918.39,-5.184,-3161.82,1,9.13268,-936,0.04,12376.2,14.09,False
13.1196,-4.4668,10245.21,0.5366,-52.38,-7515.46,4.6768,-3.1386,-7.089,0,-1649.86,14.582,-3054.59,-4.2915,-2174.22,1,11.92,3820.32,0.04,13572.21,16.24,True
12.7914,-4.4957,10311.84,1.7852,-58.62,-5484.086,6.053,-2.1714,-7.153,0,-1804.76,0.184,-3748.76,-3.98445,-2248.23,1,11.092,4113,2.04,12494.76,,False
16.458,-4.747,10950.51,0.3832,-13.817,-5441.04,4.40124,-6.717,-5.0343,0,-1566.36,6.0218,-3810.54,-5.4975,-2433.543,0,9.13266,404,2.04,11168.91,,False
14.2824,-3.7753,10494.54,3.916,-34.32,-5477.284,6.006,-2.4519,-5.082,1,-2141.76,10.82,-3297.39,-3.95133,-1978.62,1,12.06,3188.4,0.04,12939.51,16.3,True
15.435,-4.1406,927.81,1.2146,-19.94,-5478.762,5.575,-10.29,-4.6813,0,-2160.46,5.2887,-3840.69,-3.86142,-2303.73,1,9.4488,2273,0.04,12890.61,,False
14.406,-4.0007,11118.21,2.728,-16.82,-5490.12,4.8462,-6.189,-5.4568,1,-1970.29,9.177,-3245.69,-3.7801363,-2491.59,1,10.079,3650.36,0.04,12477.12,,False
16.587,-3.62477,11022.51,0.33954,-26.794,-5475.018,5.1634,-1.7487,-4.7559,0,-749.76,1.688,-3567.39,-3.792816,-3195.72,1,11.904,3656.74,0.04,13173.81,,True
12.285,-4.3951,10871.61,1.5842,-12.55516,-5613.92,4.8788,-1.6449,-5.733,1,-2145.06,15,-512.59,-6.4545,-1965.12,1,9.1628,254,2.04,11871.81,,False
12.3261,-5.081,10690.44,0.9828,-30.928,-5445.16,4.5641,-5.214,-4.6769,1,-1703.26,11.405,-1874.59,-5.9049,-2505.36,1,9.19174,2358,0.04,15068.01,14.47,True
15.333,-3.9819,7518.81,4.608,-20.504,-5370.22,6.943,-7.182,-4.7838,0,-2122.34,16.4,-3471.99,-4.5267,-2230.65,0,9.6456,2126,0.04,12638.94,13.7,True
16.758,-4.831,9652.11,4.904,-29.524,-5489.188,5.415,-4.1928,-5.2415,0,-1968.67,8.063,-3842.09,-3.81231,-2378.574,1,11.33,3764.304,0.04,12894.81,14.52,False
13.6311,-3.59189,9564.81,0.7552,-20.53,-5484.894,5.0262,-3.7599,-5.3509,0,-2442.76,-0.515,-4086.99,-9.429,-1990.92,0,10.0592,3250.2,0.04,12136.71,14.51,False
14.0115,-4.682,10637.19,0.31046,-109.9,-6045.46,5.487,-3.606,-6.596,1,-3898.76,5.5625,-3955.99,-4.5219,-2262.27,0,12.566,3387.4,0.04,12455.55,13.26,False
14.1981,-3.59071,11015.61,2.194,-19.766,-5446.6,4.9685,-6.912,-5.1903,1,-1870.66,5.3581,-3842.39,-3.92052,-2499.12,0,9.435,3681.5,2.04,12553.86,,False
12.7842,-4.0997,9960.81,0.9508,-36.62,-5343.06,5.55,-2.5326,-5.2813,0,-2263.56,6.2493,-3326.99,-3.98127,-1877.52,1,9.5064,2645.8,0.04,12507.141,,False
15.63,-4.887,11674.41,8.2,-58.3,-5477.644,4.6045,-6.489,-5.2203,1,-1998.3,5.2595,-3192.89,-5.6796,-2557.53,0,10.1134,3618.24,2.04,13830.81,15.14,True
16.68,-3.7915,10394.67,7.542,-35.66,-5485.57,6.515,-5.664,-4.8628,0,-2044.29,12.724,-3800.74,-5.4864,-2380.821,1,14.122,3494.2,2.04,12802.02,14.63,True
12.5403,-3.8389,10336.47,2.996,-34.98,-5438.32,5.558,-2.9619,-6.091,1,-2063.49,1.257,-3000.69,-3.784134,-2175.21,0,15.42,3639.92,2.04,12827.1,13.97,True
15.045,-3.7578,8202.21,0.458,-12.8474,-5178.26,4.5058,-1.7106,-4.7954,0,-1330.46,10.84,-3775.37,-4.8804,-2047.32,0,9.8628,3734.598,0.04,14193.81,,False
17.898,-4.609,10591.2,0.6426,-18.856,-5458.422,4.4694,-4.0215,-7.243,1,-1306.56,8.29,-3736.086,-3.804489,-2551.47,0,9.3972,4342.4,0.04,12504.72,,False
14.7336,-4.601,10586.262,0.4412,-13.1752,-3938.06,4.6773,-7.089,-6.38,0,-1354.06,1.022,-3446.29,-3.799896,-2451.72,1,9.2284,2693.2,2.04,13673.31,15.85,True
13.0941,-4.0637,9842.91,0.6022,-44.14,-5608.48,5.2452,-3.9309,-4.9555,1,-3010.16,4.9864,-2705.59,-3.7815834,-2113.14,0,11.048,3125.6,2.04,12909.51,15.43,True
14.0865,-3.6955,6387.81,0.4722,-23.154,-5461.272,4.8304,-4.2519,-4.8084,0,-1091.26,7.622,-3217.19,-4.3038,-2290.59,1,11.192,4005.8,2.04,13736.61,14.53,True
19.335,-5.24,7679.61,0.4288,-41.6,-5407.7,5.2448,-4.452,-4.7219,0,-1231.16,16.19,-3566.49,-4.509,-2390.691,1,12.642,3786.8,0.04,13124.91,16.24,True
14.2644,-3.903,11105.61,2.562,-15.278,-5499.12,4.5285,-13.263,-5.58,1,-2157.46,11.619,-3307.39,-3.89763,-2394.9,1,11.446,3309.6,0.04,11470.71,14.16,False
13.8531,-3.7155,9967.11,0.4672,-12.504656,-5564.2,6.041,-6.756,-5.1478,0,-1208.46,11.101,-3182.99,-4.5642,-2387.427,1,10.9664,4103.4,2.04,12443.94,,False
12.5577,-3.9813,10034.31,0.5886,-94.28,-5303.22,4.8654,-4.902,-4.9282,0,-1851.76,2.689,-2263.59,-4.5354,-2362.71,1,11.112,3752.048,2.04,12580.86,,False
13.2009,-4.2423,10779.75,2.714,-26.554,-5443.82,4.5372,-11.916,-6.031,0,-1963.27,0.696,-2824.09,-4.9911,-2431.968,0,9.20678,4713.2,0.04,11532.51,15.01,True
18.885,-4.734,10587.138,7.156,-14.976,-3470.66,5.917,-4.38,-7.276,1,-1996.56,9.111,-3581.99,-4.8237,-2508.9,1,10.0106,3654.98,0.04,12797.07,15.47,True
17.757,-3.61963,10537.659,2.402,-12.914,-5447.14,4.39541,-8.397,-5.4389,0,-2078.71,3.37,-3787.25,-4.7133,-2393.121,0,13.03,3432,2.04,18856.41,,False
12.13377,-3.56046,10620.72,2.72,-54.94,-5605.84,4.5669,-2.3316,-6.615,1,-2145.56,0.423,1853.41,-4.2615,-2162.46,0,9.8702,2054,0.04,14713.71,14.24,True
14.4963,-5.053,9935.01,2.946,-68.74,-5453.612,5.451,-4.413,-6.067,0,-1960.19,9.604,-3189.79,-4.4643,-2236.17,1,10.4522,4236.2,2.04,12729.75,13.45,False
17.706,-5.23,10110.51,1.7252,-20.806,-5443.44,6.286,-5.958,-6.338,1,-1931.54,15.068,-3733.839,-4.7742,-2343.96,1,10.2062,3478.2,2.04,12933.51,17.46,True
12.4377,-3.9402,9633.81,1.681,-20.954,-5430.92,4.8119,-1.9044,-5.3917,1,-2115.01,5.7858,-5018.59,-3.89388,-979.02,1,10.6076,3579.62,2.04,11956.41,,False
15.216,-3.60775,10295.91,0.9426,-65.84,-5472.472,7.59,-9.993,-6.982,1,-1799.56,-2.017,-3758.15,-5.6391,-2382.753,1,11.032,3678.36,0.04,12686.79,15.64,True
13.6074,-3.55338,10490.67,2.0056,-39.98,-5453.602,7.619,-9.681,-6.071,0,-2184.96,10.918,-3160.69,-8.928,-2351.7,1,9.2306,-1392,0.04,12633.45,15.86,True
15.516,-3.6701,10599.48,0.9814,-40.64,-5450.35,5.0436,-2.0631,-6.527,0,-1837.86,4.322,-3605.29,-6.1089,-2729.52,0,10.8218,3515.2,0.04,13124.31,,True
12.25524,-3.7616,9919.71,2.672,-26.148,-5443.08,5.2924,-2.9007,-6.39,1,-2086.61,4.69,-1387.59,-4.1745,-1715.82,1,15.386,3738.758,0.04,12693.03,14.3,False
17.361,-4.754,11849.01,2.98,-27.96,-5299,5.474,-3.0129,-4.8777,0,-2158.16,10.54,-3772.04,-4.1358,-2316.6,1,9.9136,1612,2.04,12843.51,14.91,True
19.062,-3.7291,5703.81,7.544,-39.68,-5366,4.5751,-2.0649,-4.7122,0,-2037.068,4.001,-3683.91,-3.98859,-1523.82,0,9.3404,3265.8,2.04,12665.82,14.28,True
13.3263,-4.4038,11663.31,0.453,-51.98,-5438.08,7.148,-4.698,-5.0495,1,-2693.36,6.4811,-3077.09,-4.1556,-2398.326,1,14.726,3605.86,0.04,12450.93,14.05,False
12.20361,-4.017,10633.02,0.7478,-35.78,-5431.54,4.5911,-5.361,-6.773,0,-2757.66,7.767,671.41,-5.7165,-2259.75,0,12.544,3453.6,2.04,11516.31,,True
16.668,-4.2453,10959.21,3.294,-18.344,-5474.14,4.8709,-7.521,-4.9923,1,-1916.76,2.243,-3758.16,-3.7819518,-2481.03,0,9.6874,3986,0.04,12516.837,,False
12.4932,-4.3045,9842.01,1.3696,-26.32,-5477.744,4.8041,-2.4918,-5.2178,1,-2308.46,4.236,-4189.59,-3.792951,-1807.62,0,12.754,3357.8,2.04,13571.31,,True
15.162,-4.0315,8672.91,2.304,-47.06,-5477.216,5.658,-2.0304,-4.7932,0,-1966.59,-4.92,-3504.79,-7.395,-2145,1,11.318,3758.92,0.04,12749.49,14.62,True
13.4469,-4.861,10292.19,1.3148,-14.512,-5480.338,4.38789,-4.545,-5.625,0,-2175.76,3.525,-3778.49,-6.792,-2280.66,0,9.2328,-1166,0.04,17578.41,,False
14.4888,-5.005,10744.98,5.068,-44.22,-5534.82,4.5765,-2.031,-5.713,1,-1982.09,5.3892,-3765.62,-5.0505,-3040.02,0,9.6964,2938.2,2.04,14439.51,15.54,True
13.5411,-5.108,10028.91,1.3966,-14.011,-5458.504,4.7431,-2.6229,-5.673,1,-2217.56,7.596,-3796.29,-5.3292,-1794.42,1,9.5536,2464.6,0.04,12499.62,15.17,False
12.6432,-5.189,10374.72,4.916,-18.922,-5490.18,5.779,-2.3553,-5.0759,0,-2039.27,4.9626,-4167.99,-4.7166,-2342.58,0,10.9612,3169.4,2.04,12946.11,,False
13.2375,-4.65,10253.61,1.3638,-33.76,-5467.8434,4.774,-1.5969,-7.944,0,-1946.93,13.609,-3417.99,-5.5059,-183.42,0,11.436,3849.42,2.04,13096.41,,True
12.4032,-4.1452,10108.71,1.1862,-26.862,-5471.548,6.268,-8.328,-5.3598,0,-2199.26,-6.15,-5544.59,-3.94989,-2354.94,1,13.276,3400.6,0.04,12903.81,13.07,False
12.4476,-3.5949,-23.19,0.5708,-52.94,-5463.332,4.539,-4.647,-4.65898,1,-2486.66,14.419,-1301.59,-7.92,-2118.69,1,9.3196,2740.6,0.04,14037.21,13.36,True
19.485,-3.941,10551.225,0.4542,-19.636,-7464.66,6.513,-1.45527,-5.85,1,-3541.76,3.003,-3567.19,-4.5432,1090.08,1,9.6022,1190,2.04,12727.89,,True
16.695,-4.1755,10542.27,5.268,-12.68542,-5258.86,5.424,-1.9299,-8.611,0,-1964.55,9.012,-3555.99,-5.7822,-2782.02,1,10.0842,4204,2.04,12560.049,,False
16.14,-3.8502,10206.51,1.153,-15.76,-5459.172,5.2347,-2.1471,-5.2531,1,-1808.06,10.623,-3750.75,-6.5868,-2311.23,0,11.266,3907.66,2.04,12209.01,,False
19.329,-3.58326,8790.51,2.033,-25.314,-5491.18,4.7311,-4.941,-5.0714,1,-2085.83,7.185,-3669.64,-3.784356,-2172.36,1,13.978,3708.04,2.04,12890.61,,False
13.1412,-4.2669,10754.79,2.0608,-21.56,-5295.32,6.216,-2.1825,-6.494,1,-1921.46,12.911,-2664.59,-4.00917,-2834.22,0,16.368,3765.41,0.04,12505.893,17.49,True
13.452,-4.243,12419.01,6.238,-20.376,-5468.4498,4.5204,-10.656,-4.65897,1,-2015.76,3.546,-3065.09,-4.4451,-2420.07,1,9.6856,3426.2,0.04,12956.61,,True
17.193,-6.096,3810.81,3.666,-37.12,-5464.372,4.9729,-10.635,-4.66956,0,-2104.16,0.092,-3538.09,-8.724,-2305.35,1,11.106,3571.86,2.04,12469.89,14.15,False
